id,year,authors,title
6524,2016,"Oren Tadmor, Tal Rosenwein, Shai Shalev-Shwartz, Yonatan Wexler, Amnon Shashua",Learning a Metric Embedding  for Face Recognition using the Multibatch Method
6525,2016,Zohar S. Karnin,Verification Based Solution for Structured MAB Problems
6526,2016,"Nguyen Cuong, Huan Xu",Adaptive Maximization of Pointwise Submodular Functions With Budget Constraint
6527,2016,"Aaron van den Oord, Nal Kalchbrenner, Lasse Espeholt, koray kavukcuoglu, Oriol Vinyals, Alex Graves",Conditional Image Generation with PixelCNN Decoders
6528,2016,"Yunchen Pu, Zhe Gan, Ricardo Henao, Xin Yuan, Chunyuan Li, Andrew Stevens, Lawrence Carin","Variational Autoencoder for Deep Learning of Images, Labels and Captions"
6529,2016,"Pan Xu, Quanquan Gu",Semiparametric Differential Graph Models
6530,2016,"Ming Yu, Mladen Kolar, Varun Gupta",Statistical Inference for Pairwise Graphical Models Using Score Matching
6531,2016,"Eugene Belilovsky, Ga?l Varoquaux, Matthew B. Blaschko",Testing for Differences in Gaussian Graphical Models:  Applications to Brain Connectivity
6532,2016,"Zequn Jie, Xiaodan Liang, Jiashi Feng, Xiaojie Jin, Wen Lu, Shuicheng Yan",Tree-Structured Reinforcement Learning for Sequential Object Localization
6533,2016,"Elad Hazan, Tengyu Ma",A Non-generative Framework and Convex Relaxations for Unsupervised Learning
6534,2016,"Yin Cheng Ng, Pawel M. Chilinski, Ricardo Silva",Scaling Factorial Hidden Markov Models: Stochastic Variational Inference without Messages
6535,2016,"James McQueen, Marina Meila, Dominique Joncas",Nearly Isometric Embedding by Relaxation
6536,2016,"Chen-Yu Wei, Yi-Te Hong, Chi-Jen Lu",Tracking the Best Expert in Non-stationary Stochastic Environments
6537,2016,"Koosha Khalvati, Seongmin A. Park, Jean-Claude Dreher, Rajesh P. Rao",A Probabilistic Model of Social Decision Making based on Reward Maximization
6538,2016,"Remi Munos, Tom Stepleton, Anna Harutyunyan, Marc Bellemare",Safe and Efficient Off-Policy Reinforcement Learning
6539,2016,"Seyed Hamidreza Kasaei, Ana Maria Tom?, Lu?s Seabra Lopes",Hierarchical Object Representation for Open-Ended Object Category Learning and Recognition
6540,2016,"Baharan Mirzasoleiman, Morteza Zadimoghaddam, Amin Karbasi",Fast Distributed Submodular Cover: Public-Private Data Summarization
6541,2016,"Ransalu Senanayake, Lionel Ott, Simon O'Callaghan, Fabio T. Ramos",Spatio-Temporal Hilbert Maps for Continuous Occupancy Representation in Dynamic Environments
6542,2016,"Karol Gregor, Frederic Besse, Danilo Jimenez Rezende, Ivo Danihelka, Daan Wierstra",Towards Conceptual Compression
6543,2016,"Yuan Zhao, Il Memming Park",Interpretable Nonlinear Dynamic Modeling of Neural Trajectories
6544,2016,"Ming-Yu Liu, Oncel Tuzel",Coupled Generative Adversarial Networks
6545,2016,"Adam Scibior, Carl-Johann Simon-Gabriel, Ilya O. Tolstikhin, Bernhard Sch?lkopf",Consistent Kernel Mean Estimation for Functions of Random Variables
6546,2016,"Paul Lagr?e, Claire Vernade, Olivier Cappe",Multiple-Play Bandits in the Position-Based Model
6547,2016,"Mohammad Norouzi, Samy Bengio, zhifeng Chen, Navdeep Jaitly, Mike Schuster, Yonghui Wu, Dale Schuurmans",Reward Augmented Maximum Likelihood for Neural Structured Prediction
6548,2016,"Boris Belousov, Gerhard Neumann, Constantin A. Rothkopf, Jan R. Peters",Catching heuristics are optimal control policies
6549,2016,"Uygar S?mb?l, Douglas Roossien, Dawen Cai, Fei Chen, Nicholas Barry, John P. Cunningham, Edward Boyden, Liam Paninski",Automated scalable segmentation of neurons from multispectral images
6550,2016,"Chaoyue Liu, Mikhail Belkin",Clustering with Bregman Divergences: an Asymptotic Analysis
6551,2016,"Xiangru Lian, Huan Zhang, Cho-Jui Hsieh, Yijun Huang, Ji Liu",A Comprehensive Linear Speedup Analysis for Asynchronous Stochastic Parallel Optimization from Zeroth-Order to First-Order
6552,2016,"Tianfan Xue, Jiajun Wu, Katherine Bouman, Bill Freeman",Visual Dynamics: Probabilistic Future Frame Synthesis via Cross Convolutional Networks
6553,2016,"Walid Krichene, Alexandre Bayen, Peter L. Bartlett",Adaptive Averaging in Accelerated Descent Dynamics
6554,2016,"Lalit Jain, Kevin G. Jamieson, Rob Nowak",Finite Sample Prediction and Recovery Bounds for Ordinal Embedding
6555,2016,"Kiarash Shaloudegi, Andr?s Gy?rgy, Csaba Szepesvari, Wilsun Xu",SDP Relaxation with Randomized Rounding for Energy Disaggregation
6556,2016,"Andreas Veit, Michael J. Wilber, Serge Belongie",Residual Networks Behave Like Ensembles of Relatively Shallow Networks
6557,2016,"Dino Oglic, Thomas G?rtner",Greedy Feature Construction
6558,2016,"Pulkit Tandon, Yash H. Malviya, Bipin Rajendran",Efficient and Robust Spiking Neural Circuit for Navigation Inspired by Echolocating Bats
6559,2016,"K?vin Degraux, Gabriel Peyr?, Jalal Fadili, Laurent Jacques",Sparse Support Recovery with Non-smooth Loss Functions
6560,2016,"Trung Le, Tu Nguyen, Vu Nguyen, Dinh Phung",Dual Space Gradient Descent for Online Learning
6561,2016,"Zhe Li, Boqing Gong, Tianbao Yang",Improved Dropout for Shallow and Deep Learning
6562,2016,"Jiecao Chen, He Sun, David Woodruff, Qin Zhang",Communication-Optimal Distributed Clustering
6563,2016,"Gregory Rogez, Cordelia Schmid",MoCap-guided Data Augmentation for 3D Pose Estimation in the Wild
6564,2016,"Anh Tuan Nguyen, Jian Xu, Zhi Yang",A Bio-inspired Redundant Sensing Architecture
6565,2016,"Lev Bogolubsky, Pavel Dvurechensky, Alexander Gasnikov, Gleb Gusev, Yurii Nesterov, Andrei M. Raigorodskii, Aleksey Tikhonov, Maksim Zhukovskii",Learning Supervised PageRank with Gradient-Based and Gradient-Free Optimization Methods
6566,2016,"Aude Genevay, Marco Cuturi, Gabriel Peyr?, Francis Bach",Stochastic Optimization for Large-scale Optimal Transport
6567,2016,"Mark Herbster, Stephen Pasteris, Massimiliano Pontil",Mistake Bounds for Binary Matrix Completion
6568,2016,"Kun He, Yan Wang, John Hopcroft",A Powerful Generative Model Using Random Weights for the Deep Image Representation
6569,2016,"Pascal Germain, Francis Bach, Alexandre Lacoste, Simon Lacoste-Julien",PAC-Bayesian Theory Meets Bayesian Inference
6570,2016,"Veeranjaneyulu Sadhanala, Yu-Xiang Wang, Ryan J. Tibshirani","Total Variation Classes Beyond 1d: Minimax Rates, and the Limitations of Linear Smoothers"
6571,2016,"Maja Rudolph, Francisco Ruiz, Stephan Mandt, David Blei",Exponential Family Embeddings
6572,2016,Richard Nock,On Regularizing Rademacher Observation Losses
6573,2016,"Itay Hubara, Matthieu Courbariaux, Daniel Soudry, Ran El-Yaniv, Yoshua Bengio",Binarized Neural Networks
6574,2016,"Amin Jalali, Qiyang Han, Ioana Dumitriu, Maryam Fazel",Exploiting Tradeoffs for Exact Recovery in Heterogeneous Stochastic Block Models
6575,2016,"Akshay Krishnamurthy, Alekh Agarwal, John Langford",PAC Reinforcement Learning with Rich Observations
6576,2016,"Andrej Risteski, Yuanzhi Li",Algorithms and matching lower bounds for approximately-convex optimization
6577,2016,"Jason Pazis, Ronald E. Parr, Jonathan P. How",Improving PAC Exploration Using the Median Of Means
6578,2016,"Xu Jia, Bert De Brabandere, Tinne Tuytelaars, Luc V. Gool",Dynamic Filter Networks
6579,2016,Rong Zhu,Gradient-based Sampling: An Adaptive Importance Sampling for Least-squares
6580,2016,"Maria-Florina F. Balcan, Hongyang Zhang",Noise-Tolerant Life-Long Matrix Completion via Adaptive Sampling
6581,2016,"Diederik P. Kingma, Tim Salimans, Rafal Jozefowicz, Xi Chen, Ilya Sutskever, Max Welling",Improved Variational Inference with Inverse Autoregressive Flow
6582,2016,"Travis Monk, Cristina Savin, J?rg L?cke",Neurons Equipped with Intrinsic Plasticity Learn Stimulus Intensity Statistics
6583,2016,Yoshinobu Kawahara,Dynamic Mode Decomposition with Reproducing Kernels for Koopman Spectral Analysis
6584,2016,"Alexander Shishkin, Anastasia Bezzubtseva, Alexey Drutsa, Ilia Shishkov, Ekaterina Gladkikh, Gleb Gusev, Pavel Serdyukov",Efficient High-Order Interaction-Aware Feature Selection Based on Conditional Mutual Information
6585,2016,"Shandian Zhe, Kai Zhang, Pengyuan Wang, Kuang-chih Lee, Zenglin Xu, Yuan Qi, Zoubin Ghahramani",Distributed Flexible Nonlinear Tensor Factorization
6586,2016,"Diana Cai, Trevor Campbell, Tamara Broderick",Edge-exchangeable graphs and sparsity
6587,2016,"Kevin Winner, Daniel R. Sheldon",Probabilistic Inference with Generating Functions for Poisson Latent Variable Models
6588,2016,"Guillaume Papa, Aur?lien Bellet, Stephan Cl?men?on",On Graph Reconstruction via Empirical Risk Minimization: Fast Learning Rates and Scalability
6589,2016,"Bryan D. He, Christopher M. De Sa, Ioannis Mitliagkas, Christopher R?",Scan Order in Gibbs Sampling: Models in Which it Matters and Bounds on How Much
6590,2016,"Junhua Mao, Jiajing Xu, Kevin Jing, Alan L. Yuille",Training and Evaluating Multimodal Word Embeddings with Large-scale Web Annotated Images
6591,2016,"Rein Houthooft, Xi Chen, Xi Chen, Yan Duan, John Schulman, Filip De Turck, Pieter Abbeel",VIME: Variational Information Maximizing Exploration
6592,2016,"Kirthevasan Kandasamy, Gautam Dasarathy, Barnabas Poczos, Jeff Schneider",The Multi-fidelity Multi-armed Bandit
6593,2016,"Ying Yang, Elissa Aminoff, Michael Tarr, Kass E. Robert",A state-space model of cross-region dynamic connectivity in MEG/EEG
6594,2016,"Navdeep Jaitly, Quoc V. Le, Oriol Vinyals, Ilya Sutskever, David Sussillo, Samy Bengio",An Online Sequence-to-Sequence Model Using Partial Conditioning
6595,2016,"Jeremy B. Maitin-Shepard, Viren Jain, Michal Januszewski, Peter Li, Pieter Abbeel",Combinatorial Energy Learning for Image Segmentation
6596,2016,"Dan Feldman, Mikhail Volkov, Daniela Rus",Dimensionality Reduction of Massive Sparse Datasets Using Coresets
6597,2016,"Akshay Balsubramani, Yoav S. Freund",Optimal Binary Classifier Aggregation for General Losses
6598,2016,"Namrata Vaswani, Han Guo",Correlated-PCA: Principal Components' Analysis when Data and Noise are Correlated
6599,2016,"Madhu Advani, Surya Ganguli",An equivalence between high dimensional Bayes optimal inference and M-estimation
6600,2016,"Danilo Jimenez Rezende, S. M. Ali Eslami, Shakir Mohamed, Peter Battaglia, Max Jaderberg, Nicolas Heess",Unsupervised Learning of 3D Structure from Images
6601,2016,"sabyasachi chatterjee, John C. Duchi, John Lafferty, Yuancheng Zhu",Local Minimax Complexity of Stochastic Convex Optimization
6602,2016,"Hong Chen, Haifeng Xia, Heng Huang, Weidong Cai",Error Analysis of Generalized Nystr?m Kernel Regression
6603,2016,"Seyed Mehran Kazemi, Angelika Kimmig, Guy Van den Broeck, David Poole",New Liftable Classes for First-Order Probabilistic Inference
6604,2016,"Xinghao Pan, Maximilian Lam, Stephen Tu, Dimitris Papailiopoulos, Ce Zhang, Michael I. Jordan, Kannan Ramchandran, Christopher R?",Cyclades: Conflict-free Asynchronous Machine Learning
6606,2017,"Zhen He, Shaobing Gao, Liang Xiao, Daxue Liu, Hangen He, David Barber","Wider and Deeper, Cheaper and Faster: Tensorized LSTMs for Sequence Learning"
6607,2017,"Constantinos Daskalakis, Nishanth Dikkala, Gautam Kamath",Concentration of Multilinear Functions of the Ising Model with Applications to Network Data
6608,2017,"Pan Ji, Tong Zhang, Hongdong Li, Mathieu Salzmann, Ian Reid",Deep Subspace Clustering Networks
6609,2017,"Rohit Girdhar, Deva Ramanan",Attentional Pooling for Action Recognition
6610,2017,Heinrich Jiang,On the Consistency of Quick Shift
6611,2017,"Fabian Pedregosa, R?mi Leblond, Simon Lacoste-Julien",Breaking the Nonsmooth Barrier: A Scalable Parallel Method for Composite Optimization
6612,2017,"Jian Zhao, Lin Xiong, Panasonic Karlekar Jayashree, Jianshu Li, Fang Zhao, Zhecan Wang, Panasonic Sugiri Pranata, Panasonic Shengmei Shen, Shuicheng Yan, Jiashi Feng",Dual-Agent GANs for Photorealistic and Identity Preserving Profile Face Synthesis
6613,2017,"Shiyu Chang, Yang Zhang, Wei Han, Mo Yu, Xiaoxiao Guo, Wei Tan, Xiaodong Cui, Michael Witbrock, Mark A. Hasegawa-Johnson, Thomas S. Huang",Dilated Recurrent Neural Networks
6614,2017,"Saurabh Verma, Zhi-Li Zhang","Hunt For The Unique, Stable, Sparse And Fast Feature Learning On Graphs"
6615,2017,"Kwang-Sung Jun, Aniruddha Bhargava, Robert Nowak, Rebecca Willett",Scalable Generalized Linear Bandits: Online Computation and Hashing
6616,2017,"Chris Oates, Steven Niederer, Angela Lee, Fran?ois-Xavier Briol, Mark Girolami",Probabilistic Models for Integration Error in the Assessment of Functional Cardiac Models
6617,2017,"Peva Blanchard, El Mahdi El Mhamdi, Rachid Guerraoui, Julien Stainer",Machine Learning with Adversaries: Byzantine Tolerant Gradient Descent
6618,2017,"El Mahdi El Mhamdi, Rachid Guerraoui, Hadrien Hendrikx, Alexandre Maurer",Dynamic Safe Interruptibility for Decentralized Multi-Agent Reinforcement Learning
6619,2017,"Lin Chen, Andreas Krause, Amin Karbasi",Interactive Submodular Bandit
6620,2017,"Jiajun Wu, Erika Lu, Pushmeet Kohli, Bill Freeman, Josh Tenenbaum",Learning to See Physics via Visual De-animation
6621,2017,"Zelun Luo, Yuliang Zou, Judy Hoffman, Li F. Fei-Fei",Label Efficient Learning of Transferable Representations acrosss Domains and Tasks
6622,2017,"Di He, Hanqing Lu, Yingce Xia, Tao Qin, Liwei Wang, Tieyan Liu",Decoding with Value Networks for Neural Machine Translation
6623,2017,"Haotian Pang, Han Liu, Robert J. Vanderbei, Tuo Zhao",Parametric Simplex Method for Sparse Learning
6624,2017,"Hong Chen, Xiaoqian Wang, Cheng Deng, Heng Huang",Group Sparse Additive Machine
6625,2017,"Mark Rowland, Adrian Weller",Uprooting and Rerooting Higher-Order Graphical Models
6626,2017,"Krzysztof M. Choromanski, Mark Rowland, Adrian Weller",The Unreasonable Effectiveness of Structured Random Orthogonal Embeddings
6627,2017,"Muhammad Bilal Zafar, Isabel Valera, Manuel Rodriguez, Krishna Gummadi, Adrian Weller",From Parity to Preference-based Notions of Fairness in Classification
6628,2017,"Paroma Varma, Bryan D. He, Payal Bajaj, Nishith Khandwala, Imon Banerjee, Daniel Rubin, Christopher R?",Inferring Generative Model Structure with Static Analysis
6629,2017,"Maja Rudolph, Francisco Ruiz, Susan Athey, David Blei",Structured Embedding Models for Grouped Data
6630,2017,"Wittawat Jitkrittum, Wenkai Xu, Zoltan Szabo, Kenji Fukumizu, Arthur Gretton",A Linear-Time Kernel Goodness-of-Fit Test
6631,2017,"Rui Costa, Yannis Assael, Brendan Shillingford, Nando de Freitas, TIm Vogels",Cortical microcircuits as gated-recurrent neural networks
6632,2017,"Cong Han Lim, Stephen Wright",k-Support and Ordered Weighted Sparsity for Overlapping Groups: Hardness and Algorithms
6633,2017,"Nisheeth Srivastava, Edward Vul",A simple model of recognition and recall memory
6634,2017,"Anton Osokin, Francis Bach, Simon Lacoste-Julien",On Structured Prediction Theory with Calibrated Convex Surrogate Losses
6635,2017,"Jiasen Lu, Anitha Kannan, Jianwei Yang, Devi Parikh, Dhruv Batra",Best of Both Worlds: Transferring Knowledge from Discriminative Learning to a Generative Visual Dialog Model
6636,2017,"Yuan-Ting Hu, Jia-Bin Huang, Alexander Schwing",MaskRNN: Instance Level Video Object Segmentation
6637,2017,"Jianfeng Wang, Xiaolin Hu",Gated Recurrent Convolution Neural Network for OCR
6638,2017,"Xiaofan Lin, Cong Zhao, Wei Pan",Towards Accurate Binary Convolutional Neural Network
6639,2017,"Wei-Sheng Lai, Jia-Bin Huang, Ming-Hsuan Yang",Semi-Supervised Learning for Optical Flow with Generative Adversarial Networks
6640,2017,"Abhishek Kar, Christian H?ne, Jitendra Malik",Learning a Multi-View Stereo Machine
6641,2017,"Jonathan Scarlett, Volkan Cevher",Phase Transitions in the Pooled Data Problem
6642,2017,"Yijun Li, Chen Fang, Jimei Yang, Zhaowen Wang, Xin Lu, Ming-Hsuan Yang",Universal Style Transfer via Feature Transforms
6643,2017,"Iku Ohama, Issei Sato, Takuya Kida, Hiroki Arimura",On the Model Shrinkage Effect of Gamma Process Edge Partition Models
6644,2017,"Liqian Ma, Xu Jia, Qianru Sun, Bernt Schiele, Tinne Tuytelaars, Luc Van Gool",Pose Guided Person Image Generation
6645,2017,"Murat A. Erdogdu, Yash Deshpande, Andrea Montanari",Inference in Graphical Models via Semidefinite Programming Hierarchies
6646,2017,"Jalil Kazemitabar, Arash Amini, Adam Bloniarz, Ameet S. Talwalkar",Variable Importance Using Decision Trees
6647,2017,"Sekitoshi Kanai, Yasuhiro Fujiwara, Sotetsu Iwamura",Preventing Gradient Explosions in Gated Recurrent Units
6648,2017,"Simon S. Du, Yining Wang, Aarti Singh",On the Power of Truncated SVD for General High-rank Matrix Estimation Problems
6649,2017,"Richard Nock, Zac Cranko, Aditya K. Menon, Lizhen Qu, Robert C. Williamson",f-GANs in an Information Geometric Nutshell
6650,2017,"Jun-Yan Zhu, Richard Zhang, Deepak Pathak, Trevor Darrell, Alexei A. Efros, Oliver Wang, Eli Shechtman",Toward Multimodal Image-to-Image Translation
6651,2017,"Dongsheng Li, Chao Chen, Wei Liu, Tun Lu, Ning Gu, Stephen Chu",Mixture-Rank Matrix Approximation for Collaborative Filtering
6652,2017,"An Bian, Kfir Levy, Andreas Krause, Joachim M. Buhmann",Non-monotone Continuous DR-submodular  Maximization: Structure and Algorithms
6653,2017,"Yanbo Fan, Siwei Lyu, Yiming Ying, Baogang Hu",Learning with Average Top-k Loss
6654,2017,"Sylvestre-Alvise Rebuffi, Hakan Bilen, Andrea Vedaldi",Learning multiple visual domains with residual adapters
6655,2017,Ryan J. Tibshirani,"Dykstra's Algorithm, ADMM, and Coordinate Descent: Connections, Insights, and Extensions"
6656,2017,"Yu-Chuan Su, Kristen Grauman",Learning Spherical Convolution for Fast Features from 360? Imagery
6657,2017,"Jiajun Wu, Yifan Wang, Tianfan Xue, Xingyuan Sun, Bill Freeman, Josh Tenenbaum",MarrNet: 3D Shape Reconstruction via 2.5D Sketches
6658,2017,"Ilija Ilievski, Jiashi Feng",Multimodal Learning and Reasoning for Visual Question Answering
6659,2017,"Rizal Fathony, Mohammad Ali Bashiri, Brian Ziebart",Adversarial Surrogate Losses for Ordinal Regression
