id,year,authors,title
6312,2016,"Micha?l Perrot, Nicolas Courty, R?mi Flamary, Amaury Habrard",Mapping Estimation for Discrete Optimal Transport
6313,2016,"Matthias W. Seeger, David Salinas, Valentin Flunkert",Bayesian Intermittent Demand Forecasting for Large Inventories
6314,2016,"Vignesh Ganapathiraman, Xinhua Zhang, Yaoliang Yu, Junfeng Wen",Convex Two-Layer Modeling with Latent Structure
6315,2016,"Dale Schuurmans, Martin A. Zinkevich",Deep Learning Games
6316,2016,"Gabriel Goh, Andrew Cotter, Maya Gupta, Michael P. Friedlander",Satisfying Real-world Goals with Dataset Constraints
6317,2016,"Wen-Hao Zhang, He Wang, K. Y. Michael Wong, Si Wu",?Congruent? and ?Opposite? Neurons: Sisters for Multisensory Integration and Segregation
6318,2016,"Sung-Soo Ahn, Michael Chertkov, Jinwoo Shin",Synthesis of MCMC and Belief Propagation
6319,2016,"Huishuai Zhang, Yingbin Liang",Reshaped Wirtinger Flow for Solving Quadratic System of Equations
6320,2016,"Daniel McNamee, Daniel M. Wolpert, Mate Lengyel","Efficient state-space modularization for planning: theory, behavioral and neural signatures"
6321,2016,"Edward Choi, Mohammad Taha Bahadori, Jimeng Sun, Joshua Kulas, Andy Schuetz, Walter Stewart",RETAIN: An Interpretable Predictive Model for Healthcare using Reverse Time Attention Mechanism
6322,2016,"Ben Poole, Subhaneil Lahiri, Maithra Raghu, Jascha Sohl-Dickstein, Surya Ganguli",Exponential expressivity in deep neural networks through transient chaos
6323,2016,"Oleg Grinchuk, Vadim Lebedev, Victor Lempitsky",Learnable Visual Markers
6324,2016,"Chi Jin, Yuchen Zhang, Sivaraman Balakrishnan, Martin J. Wainwright, Michael I. Jordan",Local Maxima in the Likelihood of Gaussian Mixture Models: Structural Results and Algorithmic Consequences
6325,2016,"Aurko Roy, Sebastian Pokutta",Hierarchical Clustering via Spreading Metrics
6326,2016,"Marius Pachitariu, Nicholas A. Steinmetz, Shabnam N. Kadir, Matteo Carandini, Kenneth D. Harris",Fast and accurate spike sorting of high-channel count probes with KiloSort
6327,2016,"Scott Wisdom, Thomas Powers, John Hershey, Jonathan Le Roux, Les Atlas",Full-Capacity Unitary Recurrent Neural Networks
6328,2016,"Francisco R. Ruiz, Michalis Titsias RC AUEB, David Blei",The Generalized Reparameterization Gradient
6329,2016,"Sanghamitra Dutta, Viveck Cadambe, Pulkit Grover",Short-Dot: Computing Large Linear Transforms Distributedly Using Coded Short Dot Products
6330,2016,"Jonathan Kadmon, Haim Sompolinsky",Optimal Architectures in a Solvable Model of Deep Networks
6331,2016,"Alhussein Fawzi, Seyed-Mohsen Moosavi-Dezfooli, Pascal Frossard",Robustness of classifiers: from adversarial to random noise
6332,2016,"Mikhail Yurochkin, XuanLong Nguyen",Geometric Dirichlet Means Algorithm for topic inference
6333,2016,"Mehdi Sajjadi, Mehran Javanmardi, Tolga Tasdizen",Regularization With Stochastic Transformations and Perturbations for Deep Semi-Supervised Learning
6334,2016,"Brenda Betancourt, Giacomo Zanella, Jeffrey W. Miller, Hanna Wallach, Abbas Zaidi, Rebecca C. Steorts",Flexible Models for Microclustering with Application to Entity Resolution
6335,2016,"Jinzhuo Wang, Wenmin Wang, xiongtao Chen, Ronggang Wang, Wen Gao",Deep Alternative Neural Network: Exploring Contexts as Early as Possible for Action Recognition
6336,2016,"Corinna Cortes, Giulia DeSalvo, Mehryar Mohri",Boosting with Abstention
6337,2016,"Siddartha Y. Ramamohan, Arun Rajkumar, Shivani Agarwal, Shivani Agarwal",Dueling Bandits: Beyond Condorcet Winners to General Tournament Solutions
6338,2016,"Qiang Liu, Dilin Wang",Stein Variational Gradient Descent: A General Purpose Bayesian Inference Algorithm
6339,2016,"Osbert Bastani, Yani Ioannou, Leonidas Lampropoulos, Dimitrios Vytiniotis, Aditya Nori, Antonio Criminisi",Measuring Neural Net Robustness with Constraints
6340,2016,"Shuangfei Zhai, Yu Cheng, Zhongfei (Mark) Zhang, Weining Lu",Doubly Convolutional Neural Networks
6341,2016,"Zohar S. Karnin, Oren Anava",Multi-armed Bandits: Competing with Optimal Sequences
6342,2016,"Wei Ping, Qiang Liu, Alexander T. Ihler",Learning Infinite RBMs with Frank-Wolfe
6343,2016,"Mandar D. Dixit, Nuno Vasconcelos",Object based Scene Representations using Fisher Scores of Local Subspace Projections
6344,2016,"Ji Hyun Bak, Jung Yoon Choi, Athena Akrami, Ilana Witten, Jonathan W. Pillow",Adaptive optimal training of animal behavior
6345,2016,"Laetitia Papaxanthos, Felipe Llinares-Lopez, Dean Bodenham, Karsten Borgwardt",Finding significant combinations of features in the presence of categorical covariates
6346,2016,"Bo Xin, Yizhou Wang, Wen Gao, David Wipf, Baoyuan Wang",Maximal Sparsity with Deep Networks?
6347,2016,"Justin T. Khim, Varun Jog, Po-Ling Loh",Computing and maximizing influence in linear threshold and triggering models
6348,2016,"Juho Lee, Lancelot F. James, Seungjin Choi",Finite-Dimensional BFRY Priors and Variational Bayesian Inference for Power Law Models
6349,2016,"Xiangyu Wang, David B. Dunson, Chenlei Leng",DECOrrelated feature space partitioning for distributed sparse regression
6350,2016,"Daniel J. Mankowitz, Timothy A. Mann, Shie Mannor",Adaptive Skills Adaptive Partitions (ASAP)
6351,2016,"Maria-Florina F. Balcan, Tuomas Sandholm, Ellen Vitercik",Sample Complexity of Automated Mechanism Design
6352,2016,"Elvis DOHMATOB, Arthur Mensch, Gael Varoquaux, Bertrand Thirion",Learning brain regions via large-scale online structured sparse dictionary learning
6353,2016,"Daniel Ritchie, Anna Thomas, Pat Hanrahan, Noah Goodman",Neurally-Guided Procedural Models: Amortized Inference for Procedural Graphics Programs using Neural Networks
6354,2016,"Gang Niu, Marthinus Christoffel du Plessis, Tomoya Sakai, Yao Ma, Masashi Sugiyama",Theoretical Comparisons of Positive-Unlabeled Learning against Positive-Negative Learning
6355,2016,"Matthew Joseph, Michael Kearns, Jamie H. Morgenstern, Aaron Roth",Fairness in Learning: Classic and Contextual Bandits
6356,2016,"Onur Teymur, Kostas Zygalakis, Ben Calderhead",Probabilistic Linear Multistep Methods
6357,2016,Ehsan Elhamifar,High-Rank Matrix Completion and Clustering under Self-Expressive Models
6358,2016,"Matteo Turchetta, Felix Berkenkamp, Andreas Krause",Safe Exploration in Finite Markov Decision Processes with Gaussian Processes
6359,2016,"Changyou Chen, Nan Ding, Chunyuan Li, Yizhe Zhang, Lawrence Carin",Stochastic Gradient MCMC with Stale Gradients
6360,2016,"Ozan Sener, Hyun Oh Song, Ashutosh Saxena, Silvio Savarese",Learning Transferrable Representations for Unsupervised Domain Adaptation
6361,2016,"Brian W. Dolhansky, Jeff A. Bilmes",Deep Submodular Functions: Definitions and Learning
6362,2016,"Moontae Lee, Seok Hyun Jin, David Mimno",Beyond Exchangeability: The Chinese Voting Process
6363,2016,"Yujia Shen, Arthur Choi, Adnan Darwiche",Tractable Operations for Arithmetic Circuits of Probabilistic Models
6364,2016,"Zeyuan Allen-Zhu, Elad Hazan",Optimal Black-Box Reductions Between Optimization Objectives
6365,2016,"Emmanuel Abbe, Colin Sandon",Achieving the KS threshold in the general stochastic block model with linearized acyclic belief propagation
6366,2016,"Firas Abuzaid, Joseph K. Bradley, Feynman T. Liang, Andrew Feng, Lee Yang, Matei Zaharia, Ameet S. Talwalkar",Yggdrasil: An Optimized System for Training Deep Decision Trees at Scale
6367,2016,"Arulkumar Subramaniam, Moitreya Chatterjee, Anurag Mittal",Deep Neural Networks with Inexact Matching for Person Re-Identification
6368,2016,"Chen Huang, Chen Change Loy, Xiaoou Tang",Local Similarity-Aware Deep Feature Embedding
6369,2016,"Shashank Singh, Simon S. Du, Barnabas Poczos",Efficient Nonparametric Smoothness Estimation
6370,2016,"Subhashini Krishnasamy, Rajat Sen, Ramesh Johari, Sanjay Shakkottai",Regret of Queueing Bandits
6371,2016,"Ashok Cutkosky, Kwabena A. Boahen",Online Convex Optimization with Unconstrained Domains and Losses
6372,2016,"Jose M. Alvarez, Mathieu Salzmann",Learning the Number of Neurons in Deep Networks
6373,2016,"Oren Anava, Kfir Levy",k*-Nearest Neighbors: From Global to Local
6374,2016,"Moritz Hardt, Eric Price, None, Nati Srebro",Equality of Opportunity in Supervised Learning
6375,2016,"Marc Vuffray, Sidhant Misra, Andrey Lokhov, Michael Chertkov",Interaction Screening: Efficient and Sample-Optimal Learning of Ising Models
6376,2016,"Tao Wu, Austin R. Benson, David F. Gleich",General Tensor Spectral Co-clustering for Higher-Order Data
6377,2016,"Mahdi Milani Fard, Kevin Canini, Andrew Cotter, Jan Pfeifer, Maya Gupta",Fast and Flexible Monotonic Functions with Ensembles of Lattices
6378,2016,"Yongbo Li, Weisheng Dong, Xuemei Xie, GUANGMING Shi, Xin Li, Donglai Xu",Learning Parametric Sparse Models for Image Super-Resolution
6379,2016,"Matthew Johnson, David K. Duvenaud, Alex Wiltschko, Ryan P. Adams, Sandeep R. Datta",Composing graphical models with neural networks for structured representations and fast inference
6380,2016,"Jean Barbier, Mohamad Dia, Nicolas Macris, Florent Krzakala, Thibault Lesieur, Lenka Zdeborov?",Mutual information for symmetric rank-one matrix estimation: A proof of the replica formula
6381,2016,"Qi Meng, Guolin Ke, Taifeng Wang, Wei Chen, Qiwei Ye, Zhi-Ming Ma, Tieyan Liu",A Communication-Efficient Parallel Algorithm for Decision Tree
6382,2016,"Erik Lindgren, Shanshan Wu, Alexandros G. Dimakis",Leveraging Sparsity for Efficient Submodular Data Summarization
6383,2016,"Marc Bellemare, Sriram Srinivasan, Georg Ostrovski, Tom Schaul, David Saxton, Remi Munos",Unifying Count-Based Exploration and Intrinsic Motivation
6384,2016,"Yuxun Zhou, Costas J. Spanos",Causal meets Submodular: Subset Selection with Directed Information
6385,2016,"Oriol Vinyals, Charles Blundell, Tim Lillicrap, koray kavukcuoglu, Daan Wierstra",Matching Networks for One Shot Learning
6386,2016,"Eunice Yuh-Jie Chen, Yujia Shen, Arthur Choi, Adnan Darwiche",Learning Bayesian networks with ancestral constraints
6387,2016,"Miguel A. Bautista, Artsiom Sanakoyeu, Ekaterina Tikhoncheva, Bjorn Ommer",CliqueCNN: Deep Unsupervised Exemplar Learning
6388,2016,"Lane McIntosh, Niru Maheswaranathan, Aran Nayebi, Surya Ganguli, Stephen Baccus",Deep Learning Models of the Retinal Response to Natural Scenes
6389,2016,"Bowei Yan, Purnamrita Sarkar",On Robustness of Kernel Clustering
6390,2016,"Yunhe Wang, Chang Xu, Shan You, Dacheng Tao, Chao Xu",CNNpack: Packing Convolutional Neural Networks in the Frequency Domain
6391,2016,"Jonathan Ho, Stefano Ermon",Generative Adversarial Imitation Learning
6392,2016,"Jos? L. Torrecilla, Alberto Su?rez",Feature selection in functional data classification with recursive maxima hunting
6393,2016,"Hakan Bilen, Andrea Vedaldi",Integrated perception with recurrent multi-task neural networks
6394,2016,"Sheng Chen, Arindam Banerjee",Structured Matrix Recovery via the Generalized Dantzig Selector
6395,2016,"Aapo Hyvarinen, Hiroshi Morioka",Unsupervised Feature Extraction by Time-Contrastive Learning and Nonlinear ICA
6396,2016,"Alexander Kirillov, Alexander Shekhovtsov, Carsten Rother, Bogdan Savchynskyy",Joint M-Best-Diverse Labelings as a Parametric Submodular Minimization
6397,2016,"Dan Garber, Dan Garber",Faster Projection-free Convex Optimization over the Spectrahedron
6398,2016,"Sainbayar Sukhbaatar, arthur szlam, Rob Fergus",Learning Multiagent Communication with Backpropagation
6399,2016,"Xi Chen, Xi Chen, Yan Duan, Rein Houthooft, John Schulman, Ilya Sutskever, Pieter Abbeel",InfoGAN: Interpretable Representation Learning by Information Maximizing Generative Adversarial Nets
6400,2016,"Vasilis Syrgkanis, Haipeng Luo, Akshay Krishnamurthy, Robert E. Schapire",Improved Regret Bounds for Oracle-Based Adversarial Contextual Bandits
6401,2016,"Ashish Kapoor, Nathan Wiebe, Krysta Svore",Quantum Perceptron Models
6402,2016,"Tatiana Shpakova, Francis Bach",Parameter Learning for Log-supermodular Distributions
6403,2016,"Zeyuan Allen-Zhu, Yang Yuan, Karthik Sridharan",Exploiting the Structure: Stochastic Gradient Methods Using Raw Clusters
6404,2016,"Arturo Deza, Miguel Eckstein",Can Peripheral Representations Improve Clutter Metrics on Complex Scenes?
6405,2016,"Eugene Ndiaye, Olivier Fercoq, Alexandre Gramfort, Joseph Salmon",GAP Safe Screening Rules for Sparse-Group Lasso
6406,2016,"yan yang, Jian Sun, Huibin Li, Zongben Xu",Deep ADMM-Net for Compressive Sensing MRI
6407,2016,"Yi Xu, Yan Yan, Qihang Lin, Tianbao Yang",Homotopy Smoothing for Non-Smooth Problems with Lower Complexity than 
6408,2016,"Yu-Xiong Wang, Martial Hebert",Learning from Small Sample Sets by Combining Unsupervised Meta-Training with CNNs
6409,2016,"He Huang, Martin Paulus",Learning under uncertainty: a comparison between R-W and Bayesian approach
6410,2016,"Ming Lin, Jieping Ye",A Non-convex One-Pass Framework for Generalized Factorization Machine and Rank-One Matrix Sensing
6411,2016,"Rudy R. Bunel, Alban Desmaison, Pawan K. Mudigonda, Pushmeet Kohli, Philip Torr",Adaptive Neural Compilation
6412,2016,"Xi Chen, Xi Chen, Yu Cheng, Bo Tang",On the Recursive Teaching Dimension of VC Classes
6413,2016,"Mark K. Ho, Michael Littman, James MacGlashan, Fiery Cushman, Joseph L. Austerweil",Showing versus doing: Teaching by demonstration
6414,2016,"Alexander Vezhnevets, Volodymyr Mnih, Simon Osindero, Alex Graves, Oriol Vinyals, John Agapiou, koray kavukcuoglu",Strategic Attentive Writer for Learning Macro-Actions
6415,2016,"Michal Feldman, Tomer Koren, Roi Livni, Yishay Mansour, Aviv Zohar",Online Pricing with Strategic and Patient Buyers
6416,2016,"Yangyan Li, Soeren Pirk, Hao Su, Charles R. Qi, Leonidas J. Guibas",FPNN: Field Probing Neural Networks for 3D Data
6417,2016,"Yuanzhi Li, Yingyu Liang, Andrej Risteski",Recovery Guarantee of Non-negative Matrix Factorization  via Alternating Updates
6418,2016,"Peter Battaglia, Razvan Pascanu, Matthew Lai, Danilo Jimenez Rezende, koray kavukcuoglu","Interaction Networks for Learning about Objects, Relations and Physics"
6419,2016,"Taiji Suzuki, Heishiro Kanagawa, Hayato Kobayashi, Nobuyuki Shimizu, Yukihiro Tagami",Minimax Optimal Alternating Minimization for Kernel Nonparametric Tensor Learning
6420,2016,"Dylan Hadfield-Menell, Stuart J. Russell, Pieter Abbeel, Anca Dragan",Cooperative Inverse Reinforcement Learning
6421,2016,"Tom Rainforth, Tuan Anh Le, Jan-Willem van de Meent, Michael A. Osborne, Frank Wood",Bayesian Optimization for Probabilistic Programs
6422,2016,"Ian En-Hsu Yen, Xiangru Huang, Kai Zhong, Ruohan Zhang, Pradeep K. Ravikumar, Inderjit S. Dhillon",Dual Decomposed Learning with Factorwise Oracle for Structural SVM of Large Output Domain
6423,2016,"Han Zhao, Pascal Poupart, Geoffrey J. Gordon",A Unified Approach for Learning the Parameters of Sum-Product Networks
6424,2016,"Nicolo Colombo, Nikos Vlassis",A posteriori error bounds for joint matrix decomposition problems
6425,2016,"Prateek Jain, Nikhil Rao, Inderjit S. Dhillon",Structured Sparse Regression via Greedy Hard Thresholding
6426,2016,"Andrew G. Wilson, Zhiting Hu, Ruslan R. Salakhutdinov, Eric P. Xing",Stochastic Variational Deep Kernel Learning
6427,2016,"Amit Daniely, Roy Frostig, Yoram Singer",Toward Deeper Understanding of Neural Networks: The Power of Initialization and a Dual View on Expressivity
6428,2016,"Damek Davis, Brent Edmunds, Madeleine Udell",The Sound of APALM Clapping: Faster Nonsmooth Nonconvex Optimization with Stochastic Asynchronous PALM
6429,2016,"Scott Yang, Mehryar Mohri",Optimistic Bandit Convex Optimization
6430,2016,"Yuanjun Gao, Evan W. Archer, Liam Paninski, John P. Cunningham",Linear dynamical neural population models through nonlinear embeddings
6431,2016,"Samir Chowdhury, Facundo M?moli, Zane T. Smith",Improved Error Bounds for Tree Representations of Metric Spaces
6432,2016,"Xiaotong Yuan, Ping Li, Tong Zhang",Exact Recovery of Hard Thresholding Pursuit
6433,2016,"Christoph Feichtenhofer, Axel Pinz, Richard Wildes",Spatiotemporal Residual Networks for Video Action Recognition
6434,2016,"Keerthiram Murugesan, Hanxiao Liu, Jaime Carbonell, Yiming Yang",Adaptive Smoothed Online Multi-Task Learning
6435,2016,"Tae-Hyun Oh, Yasuyuki Matsushita, In Kweon, David Wipf",A Pseudo-Bayesian Algorithm for Robust PCA
6436,2016,"Dehua Cheng, Richard Peng, Yan Liu, Ioakeim Perros",SPALS: Fast Alternating Least Squares via Implicit Leverage Scores Sampling
6437,2016,"Fan Yang, Rina Foygel Barber, Prateek Jain, John Lafferty",Selective inference for group-sparse linear models
6438,2016,"Mengdi Wang, Ji Liu, Ethan Fang",Accelerating Stochastic Composition Optimization
6439,2016,"Victor Picheny, Robert B. Gramacy, Stefan Wild, Sebastien Le Digabel",Bayesian optimization under mixed constraints  with a slack-variable augmented Lagrangian
6440,2016,"Jacob Steinhardt, Gregory Valiant, Moses Charikar",Avoiding Imposters and Delinquents: Adversarial Crowdsourcing and Peer Prediction
6441,2016,Arild N?kland,Direct Feedback Alignment Provides Learning in Deep Neural Networks
6442,2016,"Ashish Khetan, Sewoong Oh",Computational and Statistical Tradeoffs in Learning to Rank
6443,2016,"Tamara Fernandez, Nicolas Rivera, Yee Whye Teh",Gaussian Processes for Survival Analysis
6444,2016,"Shuyang Gao, Greg Ver Steeg, Aram Galstyan",Variational Information Maximization for Feature Selection
6445,2016,"Xinyang Yi, Dohyung Park, Yudong Chen, Constantine Caramanis",Fast Algorithms for Robust PCA via Gradient Descent
6446,2016,"Jin-Hwa Kim, Sang-Woo Lee, Donghyun Kwak, Min-Oh Heo, Jeonghee Kim, Jung-Woo Ha, Byoung-Tak Zhang",Multimodal Residual Learning for Visual QA
6447,2016,"Eric Balkanski, Aviad Rubinstein, Yaron Singer",The Power of Optimization from Samples
6448,2016,"Jianxu Chen, Lin Yang, Yizhe Zhang, Mark Alber, Danny Z. Chen",Combining Fully Convolutional and Recurrent Neural Networks for 3D Biomedical Image Segmentation
6449,2016,"Hassan Ashtiani, Shrinu Kushagra, Shai Ben-David",Clustering with Same-Cluster Queries
6450,2016,"Satyen Kale, Chansoo Lee, David Pal",Hardness of Online Sleeping Combinatorial Optimization Problems
6451,2016,"Zijun Wei, Hossein Adeli, Minh Hoai, Greg Zelinsky, Dimitris Samaras",Learned Region Sparsity and Diversity Also Predicts Visual Attention
6452,2016,"Tarun Kathuria, Amit Deshpande, Pushmeet Kohli",Batched Gaussian Process Bandit Optimization via Determinantal Point Processes
6453,2016,"Zhen Xu, Wen Dong, Sargur N. Srihari",Using Social Dynamics to Make Individual Predictions: Variational Inference with a Stochastic Kinetic Model
6454,2016,"William Hoiles, Mihaela Van Der Schaar",A Non-parametric Learning Method for Confidently Estimating Patient's Clinical State and Dynamics
6455,2016,"Ruitong Huang, Tor Lattimore, Andr?s Gy?rgy, Csaba Szepesvari",Following the Leader and Fast Rates in Linear Prediction: Curved Constraint Sets and Other Regularities
6456,2016,"Tomoharu Iwata, Makoto Yamada",Multi-view Anomaly Detection via Robust Probabilistic Latent Variable Models
6457,2016,"Oswin Krause, D?dac Rodr?guez Arbon?s, Christian Igel",CMA-ES with Optimal Covariance Update and Storage Complexity
6458,2016,"Mohammad Saberian, Jose Costa Pereira, Can Xu, Jian Yang, Nuno Nvasconcelos",Large Margin Discriminant Dimensionality Reduction in Prediction Space
6459,2016,"Weiran Wang, Jialei Wang, Dan Garber, Dan Garber, Nati Srebro",Efficient Globally Convergent Stochastic Optimization for Canonical Correlation Analysis
6460,2016,"Liangbei Xu, Mark Davenport",Dynamic matrix recovery from incomplete observations under an exact low-rank constraint
6461,2016,"Marcin Andrychowicz, Misha Denil, Sergio G?mez, Matthew W. Hoffman, David Pfau, Tom Schaul, Nando de Freitas",Learning to learn by gradient descent by gradient descent
6462,2016,"Yexiang Xue, Zhiyuan Li, Stefano Ermon, Carla P. Gomes, Bart Selman",Solving Marginal MAP Problems with NP Oracles and Parity Constraints
6463,2016,"Mikhail Figurnov, Aizhan Ibraimova, Dmitry P. Vetrov, Pushmeet Kohli",PerforatedCNNs: Acceleration through Elimination of Redundant Convolutions
6464,2016,"Evgeniya Ustinova, Victor Lempitsky",Learning Deep Embeddings with Histogram Loss
6465,2016,"Jifeng Dai, Yi Li, Kaiming He, Jian Sun",R-FCN: Object Detection via Region-based Fully Convolutional Networks
6466,2016,"Gustavo Malkomes, Charles Schaff, Roman Garnett",Bayesian optimization for automated model selection
6467,2016,Vitaly Feldman,Generalization of ERM in Stochastic Convex Optimization: The Dimension Strikes Back
6468,2016,Michalis Titsias RC AUEB,One-vs-Each Approximation to Softmax for Scalable Estimation of Probabilities
6469,2016,"Di He, Yingce Xia, Tao Qin, Liwei Wang, Nenghai Yu, Tieyan Liu, Wei-Ying Ma",Dual Learning for Machine Translation
6470,2016,"Zhuo Wang, Xue-Xin Wei, Alan A. Stocker, Daniel D. Lee",Efficient Neural Codes under Metabolic Constraints
6471,2016,"Balamurugan Palaniappan, Francis Bach",Stochastic Variance Reduction Methods for Saddle-Point Problems
6472,2016,Anshumali Shrivastava,Simple and Efficient Weighted Minwise Hashing
6473,2016,"Ching-An Cheng, Byron Boots",Incremental Variational Sparse Gaussian Process Regression
6474,2016,"Wouter M. Koolen, Peter Gr?nwald, Tim van Erven",Combining Adversarial Guarantees and Stochastic Fast Rates in Online Learning
6475,2016,"Steven Cheng-Xian Li, Benjamin M. Marlin",A scalable end-to-end Gaussian process adapter for irregularly sampled time series classification
6476,2016,"Rajkumar Vasudeva Raju, Xaq Pitkow",Inference by Reparameterization in Neural Population Codes
6477,2016,"Matthias Bauer, Mark van der Wilk, Carl Edward Rasmussen",Understanding Probabilistic Sparse Gaussian Process Approximations
6478,2016,"Olivier Bachem, Mario Lucic, Hamed Hassani, Andreas Krause",Fast and Provably Good Seedings for k-Means
6479,2016,"R?mi Flamary, C?dric F?votte, Nicolas Courty, Valentin Emiya",Optimal spectral transportation with application to music transcription
6480,2016,"Yichen Wang, Nan Du, Rakshit Trivedi, Le Song",Coevolutionary Latent Feature Processes for Continuous-Time User-Item Interactions
6481,2016,"James Newling, Fran?ois Fleuret",Nested Mini-Batch K-Means
6482,2016,"Alex Beatson, Zhaoran Wang, Han Liu",Blind Attacks on Machine Learners
6483,2016,"Ilya O. Tolstikhin, Bharath K. Sriperumbudur, Bernhard Sch?lkopf",Minimax Estimation of Maximum Mean Discrepancy with Radial Kernels
6484,2016,"Chinmay Hegde, Piotr Indyk, Ludwig Schmidt",Fast recovery from a union of subspaces
6485,2016,"Corinna Cortes, Vitaly Kuznetsov, Mehryar Mohri, Scott Yang",Structured Prediction Theory Based on Factor Graph Complexity
6486,2016,"Jonathan Huggins, Trevor Campbell, Tamara Broderick",Coresets for Scalable Bayesian Logistic Regression
6487,2016,"Christopher B. Choy, JunYoung Gwak, Silvio Savarese, Manmohan Chandraker",Universal Correspondence Network
6488,2016,"Vladimir Golkov, Marcin J. Skwark, Antonij Golkov, Alexey Dosovitskiy, Thomas Brox, Jens Meiler, Daniel Cremers",Protein contact prediction from amino acid co-evolution using convolutional networks for graph-valued images
6489,2016,"Weifeng Chen, Zhao Fu, Dawei Yang, Jia Deng",Single-Image Depth Perception in the Wild
6490,2016,"Ofir David, Shay Moran, Amir Yehudayoff",Supervised learning through the lens of compression
6491,2016,Pan Zhang,Robust Spectral Detection of Global Structures in the Data by Learning a Regularization
6492,2016,"Ping Li, Michael Mitzenmacher, Martin Slawski",Quantized Random Projections and Non-Linear Estimation of Cosine Similarity
6493,2016,"Shengjia Zhao, Enze Zhou, Ashish Sabharwal, Stefano Ermon",Adaptive Concentration Inequalities for Sequential Decision Problems
6494,2016,Nathan F. Lepora,Threshold Learning for Optimal Decision Making
6495,2016,"Edouard Pauwels, Jean B. Lasserre",Sorting out typicality with the inverse moment matrix SOS polynomial
6496,2016,"Zhao Song, David Woodruff, Huan Zhang",Sublinear Time Orthogonal Tensor Decomposition
6497,2016,"Taesup Moon, Seonwoo Min, Byunghan Lee, Sungroh Yoon",Neural Universal Discrete Denoiser
6498,2016,"Yining Wang, Anima Anandkumar",Online and Differentially-Private Tensor Decomposition
6499,2016,"Ramya Korlakai Vinayak, Babak Hassibi",Crowdsourced Clustering: Querying Edges vs Triangles
6500,2016,"Aditya Bhaskara, Mehrdad Ghadiri, Vahab Mirrokni, Ola Svensson",Linear Relaxations for Finding Diverse Elements in Metric Spaces
6501,2016,"Ian Osband, Charles Blundell, Alexander Pritzel, Benjamin Van Roy",Deep Exploration via Bootstrapped DQN
6502,2016,"Peng Wang, Xiaohui Shen, Bryan Russell, Scott Cohen, Brian Price, Alan L. Yuille",SURGE: Surface Regularized Geometry Estimation from a Single Image
6503,2016,"Georgios Arvanitidis, Lars K. Hansen, S?ren Hauberg",A Locally Adaptive Normal Distribution
6504,2016,"Wei Wen, Chunpeng Wu, Yandan Wang, Yiran Chen, Hai Li",Learning Structured Sparsity in Deep Neural Networks
6505,2016,"Johannes Friedrich, Liam Paninski",Fast Active Set Methods for Online Spike Inference from Calcium Imaging
6506,2016,"Davood Hajinezhad, Mingyi Hong, Tuo Zhao, Zhaoran Wang",NESTT: A Nonconvex Primal-Dual Splitting Method for Distributed and Stochastic Optimization
6507,2016,"Zeyuan Allen-Zhu, Yuanzhi Li",LazySVD: Even Faster SVD Decomposition Yet Without Agonizing Pain
6508,2016,"Jisu KIM, Yen-Chi Chen, Sivaraman Balakrishnan, Alessandro Rinaldo, Larry Wasserman",Statistical Inference for Cluster Trees
6509,2016,"Jason S. Hartford, James R. Wright, Kevin Leyton-Brown",Deep Learning for Predicting Human Strategic Behavior
6510,2016,"Ayan Chakrabarti, Jingyu Shao, Greg Shakhnarovich",Depth from a Single Image by Harmonizing Overcomplete Local Network Predictions
6511,2016,"Wei Chen, Wei Hu, Fu Li, Jian Li, Yu Liu, Pinyan Lu",Combinatorial Multi-Armed Bandit with General Reward Functions
6512,2016,"Xiang Li, Tao Qin, Jian Yang, Xiaolin Hu, Tieyan Liu",LightRNN: Memory and Computation-Efficient Recurrent Neural Networks
6513,2016,"Akshay Krishnamurthy, Alekh Agarwal, Miro Dudik",Contextual semibandits via supervised learning oracles
6514,2016,"Alain Durmus, Umut Simsekli, Eric Moulines, Roland Badeau, Ga?l RICHARD",Stochastic Gradient Richardson-Romberg Markov Chain Monte Carlo
6515,2016,"Hongyi Zhang, Sashank J. Reddi, Suvrit Sra",Riemannian SVRG: Fast Stochastic Optimization on Riemannian Manifolds
6516,2016,"Chuan-Yung Tsai, Andrew M. Saxe, Andrew M. Saxe, David Cox",Tensor Switching Networks
6517,2016,"Nicolas Boumal, Vlad Voroninski, Afonso Bandeira",The non-convex Burer-Monteiro approach works on smooth semidefinite programs
6518,2016,"Xinyang Yi, Zhaoran Wang, Zhuoran Yang, Constantine Caramanis, Han Liu","More Supervision, Less Computation: Statistical-Computational Tradeoffs in Weakly Supervised Learning"
6519,2016,"Anh Nguyen, Alexey Dosovitskiy, Jason Yosinski, Thomas Brox, Jeff Clune",Synthesizing the preferred inputs for neurons in neural networks via deep generator networks
6520,2016,"Stephan Zheng, Yisong Yue, Jennifer Hobbs",Generating Long-term Trajectories Using Deep Hierarchical Networks
6521,2016,"Tue Herlau, Mikkel N. Schmidt, Morten M?rup",Completely random measures for modelling block-structured sparse networks
6522,2016,"Murat A. Erdogdu, Lee H. Dicker, Mohsen Bayati",Scaled Least Squares Estimator for GLMs in Large-Scale Problems
6523,2016,"Alexander J. Ratner, Christopher M. De Sa, Sen Wu, Daniel Selsam, Christopher R?","Data Programming: Creating Large Training Sets, Quickly"
